domanialite,arrondissement,libelle_francais,genre,espece,circonference_cm,hauteur_m,stade_de_developpement
1,17,4,4,4,175.0,16.0,3
1,6,24,23,26,50.0,5.0,1
1,2,4,4,4,64.0,9.0,2
1,1,7,7,7,90.0,10.0,2
1,6,4,4,4,105.0,17.0,3
1,12,5,5,5,55.0,8.0,3
1,17,4,4,4,86.0,10.0,3
1,7,19,18,22,60.0,10.0,3
1,1,1,1,1,25.0,4.0,1
2,11,35,32,44,30.0,6.0,3
6,1,4,4,4,105.0,15.0,3
3,19,10,10,12,40.0,4.0,1
3,16,1,1,1,140.0,15.0,3
1,17,4,4,4,96.0,10.0,3
1,8,2,2,14,135.0,10.0,3
4,6,18,17,21,61.0,6.0,2
2,3,9,9,45,90.0,10.0,3
1,11,32,30,14,50.0,6.0,1
2,6,67,25,90,80.0,10.0,3
1,1,7,7,7,35.0,5.0,1
6,3,21,20,24,5.0,2.0,1
3,1,10,10,12,105.0,11.0,2
1,5,1,1,1,83.0,12.0,3
2,3,80,68,180,120.0,10.0,2
1,6,41,38,11,70.0,5.0,2
1,2,2,2,2,83.0,10.0,3
1,8,52,20,122,75.0,10.0,2
6,8,43,39,97,105.0,16.0,3
3,17,2,2,2,58.0,6.0,1
3,16,58,50,136,65.0,5.0,2
1,22,5,5,14,65.0,8.0,2
1,8,7,7,7,95.0,15.0,3
1,1,1,1,1,60.0,5.0,1
1,7,4,4,4,160.0,12.0,3
6,7,2,2,2,145.0,13.0,3
4,7,23,22,11,175.0,17.0,3
1,6,4,4,4,275.0,25.0,4
1,5,2,2,2,210.0,20.0,4
1,11,5,5,43,125.0,15.0,3
1,11,4,4,4,15.0,5.0,1
1,2,4,4,4,112.0,15.0,3
1,3,4,4,4,85.0,10.0,3
1,21,5,5,132,80.0,10.0,3
1,1,5,5,78,50.0,5.0,1
5,3,9,9,11,115.0,12.0,3
3,16,10,10,12,111.0,13.0,3
2,5,2,2,8,70.0,10.0,2
1,17,5,5,27,53.0,6.0,3
2,8,7,7,7,70.0,5.0,2
1,1,4,4,4,55.0,7.0,1
1,18,1,1,16,40.0,4.0,3
1,3,4,4,4,20.0,5.0,1
1,15,4,4,4,80.0,10.0,3
3,7,3,3,3,65.0,4.0,3
6,12,21,20,24,10.0,1.0,1
3,24,4,4,4,190.0,18.0,3
1,3,5,5,29,80.0,10.0,3
2,1,7,7,7,95.0,10.0,2
1,5,2,2,2,28.0,5.0,1
1,22,4,4,4,55.0,10.0,2
3,16,23,22,11,85.0,15.0,2
1,4,5,5,5,95.0,13.0,3
1,8,4,4,28,120.0,15.0,3
1,8,28,64,83,50.0,6.0,1
1,12,4,4,4,175.0,18.0,3
1,14,18,17,21,15.0,5.0,1
1,17,2,2,2,47.0,7.0,2
7,17,21,20,24,10.0,1.0,1
5,5,1,1,16,115.0,16.0,3
1,6,18,17,21,30.0,5.0,1
7,17,4,4,4,170.0,10.0,3
6,13,26,25,40,15.0,3.0,1
2,13,44,40,53,67.0,6.0,2
3,19,10,10,12,50.0,4.0,1
1,10,5,5,27,175.0,20.0,3
3,19,1,1,16,84.0,8.0,3
1,1,4,4,4,115.0,11.0,2
1,5,4,4,4,43.0,7.0,1
1,3,4,4,4,90.0,10.0,3
1,23,4,4,4,125.0,20.0,3
1,25,2,2,2,50.0,5.0,2
2,5,1,1,416,34.0,3.0,1
1,25,5,5,29,45.0,5.0,1
1,7,29,28,424,30.0,6.0,1
1,3,18,17,21,105.0,10.0,3
2,8,26,25,63,20.0,5.0,1
1,18,5,5,5,65.0,5.0,2
1,3,4,4,4,115.0,10.0,3
2,1,42,25,14,70.0,3.0,1
1,11,32,30,38,50.0,5.0,1
2,9,24,23,26,64.0,5.0,2
1,7,7,7,7,190.0,15.0,3
1,4,5,5,5,122.0,14.0,3
1,11,7,7,7,100.0,13.0,3
2,7,49,25,63,55.0,6.0,2
1,2,2,2,2,155.0,18.0,3
2,6,9,9,11,110.0,12.0,2
4,13,26,25,99,55.0,7.0,2
2,4,7,7,7,100.0,7.0,3
2,18,29,28,148,25.0,1.0,1
6,13,1,1,16,126.0,11.0,3
1,25,4,4,4,240.0,20.0,3
6,7,74,62,11,105.0,5.0,3
1,1,2,2,2,245.0,20.0,4
2,7,1,1,16,115.0,16.0,3
2,13,5,5,5,70.0,9.0,1
1,17,4,4,4,52.0,8.0,1
1,5,1,1,16,22.0,5.0,1
1,2,27,26,95,25.0,5.0,1
1,8,27,26,95,20.0,5.0,1
1,1,4,4,4,170.0,15.0,3
1,22,2,2,2,35.0,6.0,1
1,17,4,4,4,90.0,13.0,2
2,17,4,4,4,126.0,10.0,3
1,10,2,2,2,150.0,18.0,3
1,6,4,4,4,30.0,5.0,1
1,8,5,5,5,190.0,20.0,4
1,11,4,4,4,160.0,16.0,2
3,19,1,1,92,141.0,9.0,3
1,12,7,7,7,45.0,7.0,2
1,10,29,28,424,41.0,7.0,1
1,9,4,4,4,248.0,20.0,4
4,5,53,47,71,63.0,5.0,2
3,19,10,10,12,99.0,9.0,2
1,10,8,8,10,65.0,8.0,3
1,12,83,72,129,20.0,6.0,1
1,17,7,7,7,122.0,14.0,3
3,16,38,35,47,225.0,25.0,4
1,5,4,4,4,87.0,10.0,3
1,4,4,4,4,65.0,10.0,3
1,6,50,45,66,40.0,5.0,1
2,1,5,5,27,150.0,6.0,3
1,3,2,2,2,140.0,10.0,3
7,9,26,25,40,20.0,3.0,1
1,7,52,20,81,30.0,6.0,1
1,6,7,7,7,105.0,10.0,2
2,12,5,5,5,115.0,8.0,3
6,7,4,4,4,130.0,15.0,3
1,6,5,5,14,115.0,15.0,3
2,17,1,1,70,18.0,4.0,1
1,7,4,4,4,145.0,12.0,3
1,3,4,4,4,120.0,10.0,3
1,11,5,5,5,180.0,20.0,3
2,11,6,6,14,130.0,14.0,3
1,5,2,2,2,141.0,15.0,3
1,8,5,5,5,70.0,6.0,2
1,1,4,4,4,85.0,12.0,1
1,13,19,18,22,28.0,5.0,1
1,12,18,17,21,60.0,6.0,3
1,17,27,26,95,35.0,5.0,1
1,10,8,8,10,74.0,8.0,3
1,2,2,2,2,205.0,25.0,4
2,1,2,2,2,155.0,10.0,3
1,2,4,4,4,99.0,14.0,3
2,17,22,21,25,78.0,6.0,2
2,5,19,18,130,30.0,3.0,1
2,4,4,4,4,105.0,16.0,3
1,1,7,7,7,55.0,5.0,1
1,3,2,2,2,120.0,10.0,3
1,12,2,2,2,140.0,12.0,3
1,6,19,18,22,55.0,5.0,2
1,6,7,7,7,65.0,7.0,2
1,8,19,18,22,35.0,5.0,1
1,17,4,4,4,80.0,8.0,3
1,10,5,5,27,30.0,5.0,1
3,16,3,3,3,95.0,5.0,2
1,12,53,47,71,75.0,12.0,3
1,2,18,17,21,65.0,10.0,3
1,17,18,17,21,125.0,15.0,3
1,5,23,22,11,215.0,20.0,4
2,17,5,5,29,23.0,4.0,1
5,7,7,7,7,190.0,15.0,3
1,7,13,13,65,25.0,3.0,1
2,5,187,20,125,25.0,3.0,2
1,2,4,4,4,60.0,8.0,2
1,1,2,2,2,110.0,8.0,2
6,9,1,1,15,40.0,5.0,1
1,3,4,4,4,55.0,10.0,2
3,16,10,10,12,89.0,16.0,3
3,7,75,63,100,75.0,8.0,3
2,11,6,6,9,235.0,18.0,3
5,3,39,36,60,205.0,15.0,3
1,14,4,4,4,109.0,15.0,3
1,12,20,19,23,30.0,6.0,1
2,5,3,3,3,126.0,10.0,3
1,23,26,25,107,65.0,6.0,3
3,17,2,2,2,144.0,15.0,3
2,6,27,26,95,145.0,17.0,3
1,4,5,5,5,125.0,12.0,3
2,18,12,12,14,15.0,1.0,1
2,13,7,7,7,95.0,9.0,2
3,19,1,1,92,144.0,10.0,3
2,11,43,39,11,120.0,10.0,3
1,20,4,4,4,90.0,16.0,3
1,2,2,2,2,45.0,8.0,1
1,3,4,4,4,25.0,5.0,1
1,12,7,7,7,135.0,12.0,3
2,4,23,22,50,215.0,18.0,4
2,11,47,44,14,50.0,11.0,3
2,11,13,13,17,40.0,5.0,1
3,1,7,7,7,135.0,12.0,3
1,13,19,18,22,26.0,6.0,1
1,8,4,4,4,85.0,12.0,2
1,1,4,4,4,125.0,12.0,2
2,7,7,7,7,120.0,13.0,3
3,19,1,1,92,113.0,10.0,3
1,3,4,4,4,95.0,10.0,3
1,10,2,2,2,71.0,10.0,2
5,8,5,5,5,10.0,7.0,2
6,6,1,1,16,55.0,4.0,2
1,3,27,26,95,70.0,10.0,3
6,3,5,5,29,20.0,5.0,1
1,5,2,2,2,60.0,9.0,2
1,18,4,4,4,95.0,15.0,3
1,2,2,2,2,100.0,10.0,2
1,8,4,4,4,75.0,10.0,3
1,13,22,21,25,97.0,14.0,3
1,6,18,17,21,90.0,10.0,3
1,1,6,6,64,100.0,8.0,2
6,3,19,18,22,30.0,5.0,2
2,4,7,7,7,75.0,7.0,2
1,5,2,2,2,73.0,10.0,2
2,3,13,13,65,40.0,5.0,3
1,10,2,2,2,75.0,8.0,3
1,5,4,4,4,95.0,9.0,2
2,5,22,21,25,134.0,23.0,3
6,8,26,25,40,80.0,4.0,3
1,8,56,20,14,71.0,7.0,3
1,1,4,4,4,160.0,20.0,3
2,17,2,2,2,160.0,12.0,3
1,3,7,7,7,100.0,10.0,3
1,4,4,4,28,55.0,7.0,2
1,18,4,4,4,150.0,20.0,3
7,12,2,2,2,135.0,12.0,3
2,2,3,3,3,100.0,5.0,3
6,13,4,4,4,145.0,16.0,3
1,3,2,2,2,20.0,5.0,1
1,2,2,2,8,35.0,4.0,1
2,13,1,1,15,20.0,3.0,1
1,11,1,1,14,130.0,16.0,3
1,23,2,2,8,20.0,5.0,1
1,3,2,2,2,120.0,10.0,3
1,8,7,7,7,30.0,5.0,1
2,17,169,142,54,24.0,3.0,2
3,19,9,9,359,109.0,8.0,3
1,17,4,4,4,116.0,19.0,3
3,19,2,2,2,190.0,13.0,3
3,16,23,22,11,60.0,10.0,2
3,13,1,1,16,185.0,21.0,3
1,2,4,4,4,96.0,12.0,3
1,6,8,8,10,60.0,5.0,1
2,5,2,2,2,198.0,15.0,3
2,4,15,15,19,90.0,7.0,3
1,4,5,5,5,90.0,12.0,3
1,15,4,4,4,135.0,15.0,3
2,6,6,6,89,30.0,4.0,1
1,11,1,1,14,100.0,15.0,1
2,11,1,1,1,40.0,7.0,1
1,15,4,4,4,25.0,5.0,1
1,3,4,4,4,90.0,10.0,3
2,5,25,24,31,86.0,8.0,2
1,15,2,2,8,55.0,6.0,3
2,7,24,23,26,45.0,12.0,2
1,8,18,17,21,65.0,6.0,2
2,18,7,7,7,20.0,5.0,1
1,11,4,4,4,65.0,10.0,2
6,3,4,4,4,35.0,6.0,1
1,13,19,18,22,50.0,8.0,2
3,17,40,37,49,89.0,10.0,3
1,9,4,4,4,154.0,25.0,3
1,21,18,17,21,71.0,7.0,1
1,5,7,7,7,101.0,12.0,3
1,23,2,2,8,50.0,8.0,1
3,19,10,10,12,143.0,12.0,3
1,6,16,10,20,100.0,10.0,3
1,6,4,4,4,95.0,10.0,3
1,2,1,1,15,24.0,5.0,1
1,4,4,4,28,110.0,15.0,3
1,4,5,5,5,92.0,8.0,3
1,18,4,4,4,105.0,15.0,3
1,10,2,2,2,85.0,12.0,3
1,6,29,28,424,30.0,4.0,1
1,3,26,25,32,135.0,5.0,3
2,22,2,2,2,45.0,6.0,1
1,18,4,4,4,115.0,15.0,3
3,24,23,22,11,120.0,15.0,3
1,18,4,4,4,45.0,5.0,2
1,8,1,1,123,20.0,4.0,1
2,20,67,25,90,30.0,4.0,1
1,11,1,1,16,80.0,8.0,2
2,1,187,27,424,75.0,8.0,3
1,1,4,4,4,140.0,15.0,3
1,18,4,4,4,75.0,10.0,2
1,2,2,2,2,95.0,12.0,3
3,1,1,1,1,140.0,12.0,3
1,12,1,1,16,145.0,15.0,3
2,12,187,28,424,20.0,5.0,1
3,16,10,10,12,160.0,20.0,3
3,7,1,1,1,175.0,16.0,3
1,11,32,30,38,90.0,7.0,1
1,1,4,4,4,195.0,15.0,3
3,13,1,1,16,137.0,13.0,3
1,1,7,7,7,90.0,8.0,2
1,1,4,4,4,100.0,12.0,2
5,19,39,36,60,210.0,15.0,3
1,10,2,2,2,45.0,5.0,2
1,18,7,7,7,70.0,8.0,2
1,6,7,7,7,110.0,14.0,3
1,14,38,35,47,55.0,5.0,2
2,5,127,106,62,35.0,4.0,3
6,6,2,2,2,130.0,12.0,3
1,8,52,20,424,50.0,8.0,2
1,3,2,2,2,100.0,10.0,2
1,12,1,1,16,60.0,8.0,3
1,23,62,42,14,20.0,5.0,1
1,1,7,7,7,60.0,7.0,1
2,13,103,25,167,50.0,4.0,2
2,5,26,25,40,50.0,4.0,2
1,12,27,26,95,50.0,7.0,2
1,8,18,17,21,35.0,4.0,1
3,16,23,22,11,85.0,15.0,2
1,18,51,46,67,65.0,6.0,1
1,1,4,4,4,115.0,15.0,2
2,7,52,20,349,65.0,7.0,2
1,13,5,5,27,55.0,7.0,2
1,4,2,2,2,35.0,6.0,1
1,5,4,4,4,26.0,5.0,1
2,5,100,83,271,45.0,7.0,1
1,4,2,2,8,70.0,10.0,3
2,7,6,6,9,130.0,10.0,3
1,17,5,5,5,118.0,14.0,3
1,4,2,2,2,135.0,15.0,3
1,12,5,5,5,75.0,10.0,3
3,19,1,1,16,125.0,11.0,3
2,17,27,26,95,25.0,5.0,1
1,17,4,4,4,158.0,15.0,3
1,25,23,22,80,120.0,10.0,3
1,3,4,4,4,40.0,10.0,2
2,5,2,2,2,280.0,17.0,4
2,2,15,15,19,70.0,7.0,2
1,8,44,40,53,39.0,7.0,1
1,7,26,25,131,25.0,3.0,1
1,10,2,2,2,130.0,14.0,3
1,5,5,5,5,95.0,12.0,3
1,1,4,4,4,210.0,15.0,3
1,10,1,1,109,22.0,4.0,1
2,13,15,15,19,31.0,4.0,1
2,11,9,9,11,75.0,8.0,3
3,16,1,1,1,125.0,15.0,3
1,13,5,5,27,63.0,7.0,2
1,13,19,18,22,49.0,8.0,1
1,12,2,2,2,70.0,8.0,3
1,13,10,10,12,117.0,15.0,3
1,11,6,6,64,165.0,15.0,3
1,8,40,37,49,45.0,6.0,2
3,16,10,10,12,125.0,15.0,3
2,13,11,11,53,175.0,14.0,2
1,4,4,4,28,70.0,10.0,2
2,22,2,2,2,60.0,7.0,2
1,17,6,6,51,42.0,5.0,1
3,7,154,103,14,30.0,3.0,1
2,3,9,9,14,60.0,5.0,2
2,6,4,4,4,230.0,18.0,3
1,12,19,18,22,55.0,8.0,2
1,8,10,10,12,70.0,8.0,2
2,5,39,36,48,180.0,16.0,3
1,3,4,4,4,55.0,5.0,2
2,5,41,38,11,287.0,22.0,4
1,8,2,2,2,80.0,12.0,2
1,9,4,4,4,93.0,12.0,3
1,1,2,2,2,80.0,9.0,2
2,11,49,25,63,30.0,6.0,1
1,6,4,4,4,260.0,25.0,4
1,18,4,4,4,70.0,15.0,3
1,5,4,4,18,154.0,20.0,3
1,5,7,7,7,42.0,5.0,1
1,13,5,5,27,79.0,9.0,2
1,12,2,2,8,50.0,7.0,2
1,2,2,2,8,60.0,9.0,1
2,11,2,2,2,155.0,10.0,3
2,17,17,16,7,32.0,7.0,1
1,12,5,5,5,75.0,12.0,3
1,12,4,4,4,150.0,15.0,3
3,16,10,10,12,125.0,10.0,3
1,6,5,5,29,80.0,10.0,3
3,19,41,38,11,125.0,10.0,3
1,6,5,5,29,90.0,10.0,3
2,17,26,25,424,60.0,5.0,2
4,6,4,4,4,118.0,14.0,3
1,8,52,20,122,70.0,10.0,2
1,1,7,7,7,85.0,10.0,2
1,8,2,2,2,105.0,10.0,3
1,17,5,5,29,40.0,5.0,1
1,7,6,6,9,40.0,6.0,1
1,1,4,4,4,60.0,6.0,1
3,19,4,4,4,80.0,10.0,2
1,21,4,4,4,60.0,10.0,2
1,20,7,7,7,60.0,8.0,2
3,7,2,2,2,115.0,15.0,3
2,11,6,6,9,180.0,18.0,3
1,8,19,18,22,20.0,5.0,1
1,2,4,4,4,52.0,9.0,1
6,8,2,2,14,110.0,12.0,3
1,22,4,4,4,85.0,12.0,2
6,25,5,5,5,60.0,7.0,2
5,12,1,1,1,105.0,12.0,3
1,5,4,4,4,167.0,18.0,3
1,12,8,8,10,80.0,8.0,3
3,16,2,2,2,210.0,25.0,4
2,14,24,23,26,63.0,9.0,2
1,22,5,5,14,90.0,14.0,3
3,19,1,1,92,144.0,10.0,3
1,1,1,1,70,110.0,10.0,3
3,19,89,76,124,61.0,4.0,2
3,16,4,4,18,249.0,26.0,3
1,12,4,4,4,50.0,8.0,2
3,13,47,44,62,10.0,1.0,1
2,4,5,5,14,160.0,15.0,3
1,13,4,4,4,171.0,18.0,4
1,18,4,4,4,80.0,10.0,2
1,17,4,4,4,58.0,9.0,1
2,17,10,10,42,37.0,5.0,1
3,16,2,2,2,210.0,25.0,4
1,8,2,2,2,100.0,10.0,3
1,15,7,7,7,195.0,15.0,3
1,15,14,14,5,125.0,10.0,3
1,17,5,5,14,75.0,6.0,2
1,9,8,8,10,68.0,10.0,3
3,16,4,4,18,192.0,26.0,3
2,2,68,31,91,36.0,7.0,2
1,11,5,5,43,65.0,8.0,1
1,6,5,5,27,50.0,10.0,2
6,12,1,1,1,100.0,10.0,3
1,23,4,4,4,85.0,15.0,2
2,5,16,10,20,90.0,7.0,3
1,12,2,2,2,90.0,10.0,3
1,5,4,4,4,72.0,10.0,1
2,12,3,3,3,65.0,6.0,2
1,11,2,2,14,160.0,20.0,3
3,19,47,44,134,80.0,9.0,3
1,13,8,8,10,105.0,14.0,2
3,19,2,2,2,185.0,20.0,3
1,1,2,2,2,45.0,5.0,1
1,13,7,7,7,120.0,17.0,3
4,6,4,4,4,182.0,18.0,3
1,7,4,4,4,40.0,5.0,1
1,7,2,2,2,140.0,15.0,3
2,17,50,45,66,118.0,17.0,3
1,18,4,4,4,100.0,15.0,2
3,17,2,2,2,210.0,19.0,4
1,5,2,2,2,133.0,14.0,3
2,4,5,5,5,120.0,12.0,3
2,12,7,7,7,115.0,18.0,3
1,17,5,5,5,57.0,7.0,2
1,2,2,2,8,25.0,4.0,1
1,23,4,4,4,100.0,18.0,3
1,11,5,5,5,60.0,6.0,2
1,4,5,5,5,100.0,10.0,3
3,16,5,5,29,105.0,15.0,3
1,5,4,4,4,138.0,15.0,3
1,4,5,5,5,105.0,9.0,3
1,3,2,2,14,180.0,10.0,3
1,5,4,4,4,25.0,5.0,1
3,1,5,5,27,40.0,6.0,1
1,4,4,4,28,80.0,10.0,3
1,7,53,47,71,100.0,12.0,3
1,10,5,5,27,105.0,9.0,3
1,7,52,20,81,35.0,5.0,1
6,1,4,4,4,210.0,16.0,3
1,11,7,7,7,155.0,18.0,3
3,19,5,5,5,205.0,19.0,4
1,11,41,38,11,120.0,12.0,2
1,8,13,13,17,10.0,5.0,2
1,3,5,5,27,55.0,5.0,2
6,6,67,25,90,20.0,4.0,1
3,7,10,10,42,90.0,10.0,2
2,14,55,33,159,60.0,7.0,2
1,3,24,23,26,45.0,5.0,1
2,17,52,20,190,24.0,2.0,2
1,13,1,1,82,76.0,9.0,2
2,12,43,39,97,40.0,5.0,3
3,5,2,2,2,156.0,18.0,3
2,3,50,45,66,90.0,10.0,2
1,5,2,2,2,71.0,16.0,2
1,10,4,4,18,178.0,17.0,3
1,3,5,5,5,104.0,5.0,3
1,17,4,4,4,125.0,15.0,3
1,5,4,4,4,169.0,18.0,3
1,11,5,5,43,70.0,8.0,2
1,2,4,4,4,209.0,22.0,4
1,3,19,18,22,50.0,10.0,3
2,17,35,32,44,56.0,6.0,1
2,5,96,81,150,38.0,5.0,2
1,1,4,4,4,110.0,12.0,2
3,19,1,1,92,85.0,10.0,2
3,7,2,2,2,150.0,15.0,3
1,13,24,23,26,30.0,5.0,1
1,3,4,4,4,75.0,10.0,2
1,5,2,2,2,114.0,15.0,3
1,1,4,4,4,40.0,5.0,1
3,7,19,18,22,20.0,6.0,2
7,6,46,42,263,60.0,12.0,3
2,8,9,9,11,125.0,10.0,3
1,2,2,2,8,37.0,7.0,1
1,2,2,2,2,256.0,20.0,4
1,20,18,17,21,55.0,4.0,2
7,12,56,20,14,55.0,4.0,2
3,7,5,5,29,150.0,15.0,3
2,11,23,22,11,200.0,22.0,3
3,5,47,44,62,50.0,9.0,2
6,3,18,17,21,90.0,8.0,3
3,19,5,5,29,150.0,15.0,3
5,6,24,23,26,60.0,5.0,1
1,12,4,4,4,80.0,12.0,1
2,9,26,25,40,27.0,5.0,1
1,6,23,22,80,140.0,18.0,3
1,5,2,2,2,80.0,9.0,3
6,17,7,7,7,280.0,17.0,4
2,4,7,7,7,75.0,8.0,3
1,7,4,4,4,50.0,10.0,1
1,17,2,2,8,37.0,6.0,1
1,5,4,4,4,130.0,12.0,3
1,14,4,4,4,95.0,10.0,3
2,17,5,5,27,31.0,5.0,1
1,4,5,5,5,20.0,5.0,1
5,8,9,9,11,65.0,8.0,2
1,17,26,25,99,70.0,8.0,3
1,17,65,56,88,67.0,10.0,2
5,6,4,4,4,150.0,15.0,3
3,19,2,2,2,200.0,25.0,4
1,18,4,4,4,45.0,5.0,1
1,3,5,5,27,80.0,10.0,3
2,4,5,5,5,95.0,15.0,3
6,7,1,1,1,105.0,10.0,3
6,8,2,2,2,70.0,9.0,2
1,6,4,4,4,160.0,15.0,3
1,7,1,1,41,20.0,4.0,1
1,1,4,4,4,100.0,11.0,1
1,1,5,5,5,65.0,6.0,1
1,18,7,7,7,75.0,10.0,2
3,17,50,45,66,102.0,11.0,3
1,7,93,57,59,35.0,5.0,2
1,8,10,10,12,95.0,15.0,3
1,1,1,1,1,75.0,6.0,2
3,19,187,25,24,70.0,5.0,2
3,16,4,4,18,278.0,25.0,4
3,19,5,5,29,43.0,6.0,1
2,5,79,67,127,90.0,15.0,3
6,23,2,2,2,100.0,12.0,2
1,3,4,4,4,70.0,10.0,3
2,25,4,4,4,135.0,15.0,3
1,10,8,8,10,67.0,8.0,3
1,4,14,14,5,85.0,10.0,2
3,16,4,4,18,225.0,20.0,4
3,7,2,2,2,225.0,20.0,3
1,4,4,4,28,150.0,22.0,3
1,1,7,7,7,95.0,10.0,2
2,11,1,1,82,85.0,16.0,3
1,6,4,4,4,120.0,1.0,3
1,1,1,1,1,150.0,15.0,3
1,5,7,7,7,36.0,5.0,1
1,7,5,5,29,70.0,6.0,2
1,4,5,5,5,90.0,14.0,3
6,6,3,3,3,30.0,4.0,2
1,6,4,4,4,35.0,5.0,1
2,11,80,68,180,100.0,14.0,3
1,3,4,4,4,110.0,15.0,3
7,15,1,1,16,10.0,3.0,1
1,2,4,4,4,163.0,13.0,3
1,11,5,5,43,90.0,9.0,3
1,1,4,4,4,155.0,12.0,3
1,8,24,23,26,57.0,10.0,3
1,7,2,2,2,90.0,12.0,3
6,8,4,4,4,135.0,19.0,3
1,6,4,4,4,95.0,15.0,3
1,11,5,5,43,145.0,15.0,3
1,2,187,72,424,16.0,3.0,1
2,4,7,7,7,90.0,8.0,3
5,19,5,5,43,10.0,3.0,1
1,3,4,4,4,55.0,5.0,2
1,6,1,1,109,110.0,15.0,3
7,23,5,5,14,100.0,13.0,3
1,15,4,4,4,45.0,5.0,1
1,2,4,4,4,25.0,5.0,1
2,4,4,4,4,150.0,12.0,3
1,1,7,7,7,60.0,6.0,1
1,1,4,4,4,115.0,10.0,2
1,23,1,1,92,20.0,5.0,1
1,6,45,41,96,25.0,5.0,1
1,10,8,8,10,72.0,9.0,3
2,14,50,45,66,65.0,8.0,2
1,6,5,5,29,55.0,6.0,2
2,17,9,9,45,90.0,13.0,3
2,6,1,1,15,20.0,3.0,1
1,13,4,4,4,55.0,7.0,1
7,8,96,81,150,105.0,9.0,3
1,3,29,28,424,120.0,10.0,3
1,4,11,11,53,40.0,6.0,1
1,13,22,21,25,70.0,8.0,2
3,16,5,5,29,65.0,10.0,2
1,8,40,37,49,20.0,3.0,1
2,9,7,7,7,78.0,8.0,2
1,17,5,5,5,74.0,9.0,3
1,4,2,2,8,55.0,8.0,2
1,6,7,7,7,30.0,5.0,1
1,17,4,4,4,140.0,14.0,3
1,2,4,4,4,35.0,8.0,1
2,17,19,18,130,20.0,2.0,1
2,8,7,7,7,215.0,15.0,4
1,9,4,4,4,266.0,17.0,4
1,11,5,5,14,100.0,10.0,3
1,12,19,18,22,35.0,6.0,2
2,9,43,39,97,55.0,14.0,2
1,12,41,38,11,40.0,7.0,2
6,20,83,72,113,64.0,7.0,3
1,5,2,2,2,72.0,10.0,2
1,10,2,2,2,156.0,18.0,3
1,9,28,27,50,83.0,10.0,3
1,14,5,5,29,85.0,10.0,3
1,8,4,4,28,85.0,10.0,3
1,12,7,7,7,125.0,12.0,3
1,8,6,6,9,90.0,15.0,3
1,18,4,4,4,40.0,10.0,1
2,25,27,26,95,65.0,10.0,2
1,6,18,17,21,100.0,10.0,3
6,7,9,9,45,55.0,7.0,2
1,2,2,2,2,129.0,13.0,3
1,3,2,2,2,45.0,5.0,2
1,17,1,1,16,53.0,5.0,2
3,16,3,3,3,75.0,4.0,2
1,13,6,6,30,25.0,3.0,1
1,8,1,1,123,45.0,4.0,1
1,23,4,4,4,61.0,8.0,2
1,8,4,4,4,30.0,5.0,1
1,3,4,4,4,65.0,5.0,2
2,20,22,21,25,90.0,7.0,3
1,3,1,1,41,60.0,5.0,3
1,6,7,7,7,160.0,20.0,3
1,5,4,4,4,36.0,7.0,1
1,8,28,27,50,115.0,10.0,3
1,1,8,8,10,85.0,7.0,1
5,18,19,18,22,55.0,6.0,3
1,12,5,5,5,60.0,8.0,3
1,13,27,26,34,75.0,10.0,2
6,13,45,41,27,23.0,5.0,1
1,2,4,4,4,58.0,10.0,1
1,5,5,5,5,115.0,10.0,3
2,7,41,38,11,60.0,10.0,2
1,1,4,4,4,200.0,15.0,3
1,13,4,4,4,174.0,17.0,3
3,24,5,5,29,175.0,15.0,3
1,8,18,17,21,95.0,10.0,3
1,12,24,23,26,55.0,6.0,3
1,12,2,2,8,50.0,8.0,3
3,19,2,2,2,187.0,11.0,3
5,13,47,43,57,61.0,5.0,3
2,11,9,9,11,80.0,10.0,3
1,17,4,4,4,95.0,12.0,3
1,5,4,4,4,90.0,17.0,3
1,15,1,1,15,30.0,5.0,1
1,12,19,18,22,30.0,6.0,2
1,20,24,23,26,66.0,12.0,3
1,17,65,56,88,93.0,8.0,3
2,11,1,1,15,30.0,6.0,1
1,5,4,4,4,185.0,17.0,3
1,8,14,14,5,105.0,8.0,3
1,1,2,2,2,125.0,11.0,2
1,17,4,4,4,137.0,14.0,3
6,13,21,20,24,65.0,6.0,3
1,18,4,4,4,90.0,10.0,2
1,5,4,4,4,110.0,14.0,3
1,10,1,1,1,100.0,8.0,3
1,10,1,1,109,45.0,6.0,2
1,11,5,5,5,100.0,10.0,2
1,8,5,5,5,100.0,10.0,3
1,8,4,4,28,70.0,10.0,2
1,18,4,4,4,30.0,6.0,1
1,12,1,1,41,55.0,6.0,3
1,13,2,2,8,41.0,6.0,1
1,3,4,4,4,170.0,20.0,3
1,8,7,7,7,150.0,15.0,3
1,4,4,4,28,80.0,11.0,3
6,7,1,1,82,115.0,10.0,3
3,16,2,2,2,45.0,5.0,1
1,6,4,4,4,235.0,25.0,4
2,7,2,2,8,85.0,6.0,3
2,4,7,7,7,145.0,13.0,3
1,1,4,4,4,145.0,15.0,3
1,8,52,20,122,65.0,8.0,2
2,4,5,5,14,150.0,16.0,3
1,12,4,4,4,160.0,15.0,3
1,11,2,2,2,250.0,20.0,3
1,5,5,5,5,131.0,14.0,3
1,8,5,5,29,49.0,6.0,2
1,5,8,8,10,83.0,10.0,2
1,1,2,2,8,55.0,5.0,1
2,1,4,4,4,280.0,20.0,3
